,minutes,bonus,bps,total_points,output_clean_sheets
46978,0,0,0,0,0
47533,4,0,3,1,0
48100,0,0,0,0,0
48677,24,0,20,6,0
49276,17,1,25,7,0
49882,0,0,0,0,0
50493,0,0,0,0,0
51106,10,0,8,1,0
51724,0,0,0,0,0
52342,8,0,2,1,0
52965,0,0,0,0,0
53590,1,0,3,1,0
54221,13,0,1,1,0
54795,11,0,2,1,0
55431,0,0,0,0,0
56068,0,0,0,0,0
57359,0,0,0,0,0
57811,0,0,0,0,0
58906,0,0,0,0,0
59663,1,0,3,1,0
59664,0,0,0,0,0
59749,0,0,0,0,0
60503,10,0,5,1,0
61152,8,0,0,0,0
61153,0,0,0,0,0
61879,66,0,5,2,0
63411,0,0,0,0,0
63524,26,0,3,1,0
64513,0,0,0,0,0
66443,0,0,0,0,0
67167,0,0,0,0,0
68019,62,0,13,2,0
68020,80,0,10,2,0
68813,13,0,2,1,0
68814,0,0,0,0,0
69545,0,0,0,0,0
69672,0,0,0,0,0
71706,0,0,0,0,0
72674,90,0,2,2,0
73250,90,0,18,6,1
73836,83,0,9,3,1
74432,68,0,9,2,0
75037,0,0,0,0,0
75654,66,0,8,2,0
76177,27,0,3,1,0
76722,68,0,1,1,0
77363,0,0,0,0,0
78005,20,0,4,1,0
78616,85,0,5,3,1
79234,63,0,5,3,1
79888,55,0,3,1,0
80548,11,0,3,1,0
81213,80,0,6,3,1
81884,52,0,5,1,0
82560,0,0,0,0,0
83282,0,0,0,0,0
84084,0,0,0,0,0
84852,0,0,0,0,0
85614,0,0,0,0,0
86433,0,0,0,0,0
87207,0,0,0,0,0
87951,13,0,5,1,0
88702,0,0,0,0,0
89537,45,0,4,1,0
90242,0,0,0,0,0
91132,0,0,0,0,0
91133,0,0,0,0,0
92100,0,0,0,0,0
92856,2,0,3,1,0
93538,0,0,0,0,0
94228,0,0,0,0,0
95095,0,0,0,0,0
95967,0,0,0,0,0
96764,0,0,0,0,0
97656,0,0,0,0,0
98507,0,0,0,0,0
42911,0,0,0,0,0
43484,0,0,0,0,0
44282,0,0,0,0,0
44283,0,0,0,0,0
45139,0,0,0,0,0
45769,0,0,0,0,0
46477,0,0,0,0,0
47292,13,0,3,1,0
47855,0,0,0,0,0
48431,0,0,0,0,0
49026,0,0,0,0,0
49630,0,0,0,0,0
50238,0,0,0,0,0
50850,0,0,0,0,0
51465,0,0,0,0,0
52083,0,0,0,0,0
52705,0,0,0,0,0
53329,0,0,0,0,0
53958,0,0,0,0,0
54559,0,0,0,0,0
55167,0,0,0,0,0
55806,0,0,0,0,0
56416,0,0,0,0,0
56921,0,0,0,0,0
57623,0,0,0,0,0
58074,0,0,0,0,0
58340,0,0,0,0,0
59040,0,0,0,0,0
60198,0,0,0,0,0
60882,0,0,0,0,0
61559,0,0,0,0,0
62465,0,0,0,0,0
62466,0,0,0,0,0
62886,0,0,0,0,0
64112,0,0,0,0,0
65074,0,0,0,0,0
65786,0,0,0,0,0
66565,0,0,0,0,0
67292,0,0,0,0,0
68150,0,0,0,0,0
68936,0,0,0,0,0
70373,0,0,0,0,0
71348,0,0,0,0,0
71349,0,0,0,0,0
72138,66,0,4,3,1
72517,0,0,0,0,0
73092,0,0,0,0,0
73676,0,0,0,0,0
74271,0,0,0,0,0
74873,0,0,0,0,0
75483,0,0,0,0,0
76550,0,0,0,0,0
77189,0,0,0,0,0
77831,0,0,0,0,0
78458,0,0,0,0,0
79059,0,0,0,0,0
79709,0,0,0,0,0
80367,0,0,0,0,0
81030,0,0,0,0,0
81698,0,0,0,0,0
82374,0,0,0,0,0
83068,0,0,0,0,0
83859,0,0,0,0,0
83860,0,0,0,0,0
84659,0,0,0,0,0
85393,0,0,0,0,0
86207,0,0,0,0,0
87001,0,0,0,0,0
87737,0,0,0,0,0
88496,0,0,0,0,0
89287,0,0,0,0,0
89288,0,0,0,0,0
90091,0,0,0,0,0
90801,0,0,0,0,0
91894,0,0,0,0,0
92649,0,0,0,0,0
93373,0,0,0,0,0
94020,0,0,0,0,0
94832,0,0,0,0,0
95759,0,0,0,0,0
96539,0,0,0,0,0
97401,0,0,0,0,0
98295,0,0,0,0,0
99240,0,0,0,0,0
99864,7,0,4,1,0
100505,0,0,0,0,0
101201,0,0,0,0,0
101914,1,0,3,1,0
102631,1,0,2,1,0
86776,30,0,1,1,0
87526,12,0,1,1,0
88274,0,0,0,0,0
89021,5,0,2,1,0
89914,10,0,-1,1,0
90469,1,0,0,1,0
91652,0,0,0,0,0
91653,11,0,1,1,0
92425,0,0,0,0,0
93184,1,0,-2,0,0
93801,0,0,0,0,0
94556,0,0,0,0,0
95522,14,0,2,1,0
96296,9,0,6,1,0
97130,22,0,-1,1,0
98059,3,0,3,1,0
98842,0,0,0,0,0
99088,0,0,0,0,0
99725,16,2,31,7,0
100346,4,0,3,1,0
101037,17,0,-1,1,0
101743,19,1,23,5,0
102460,1,0,0,1,0
23785,90,0,13,2,0
24342,0,0,0,0,0
24913,0,0,0,0,0
25641,0,0,0,0,0
26235,0,0,0,0,0
26834,0,0,0,0,0
27435,0,0,0,0,0
28037,0,0,0,0,0
28596,0,0,0,0,0
29184,0,0,0,0,0
29791,0,0,0,0,0
30401,0,0,0,0,0
31015,0,0,0,0,0
31534,0,0,0,0,0
32534,0,0,0,0,0
33317,0,0,0,0,0
33318,0,0,0,0,0
34051,0,0,0,0,0
34699,0,0,0,0,0
35360,0,0,0,0,0
36025,0,0,0,0,0
36792,0,0,0,0,0
36793,0,0,0,0,0
37537,0,0,0,0,0
38586,0,0,0,0,0
38587,0,0,0,0,0
39384,0,0,0,0,0
40100,0,0,0,0,0
41064,0,0,0,0,0
41754,0,0,0,0,0
42443,0,0,0,0,0
43047,0,0,0,0,0
43641,0,0,0,0,0
44540,0,0,0,0,0
45287,0,0,0,0,0
45946,0,0,0,0,0
46656,90,0,15,1,0
82307,0,0,0,0,0
82995,0,0,0,0,0
83776,0,0,0,0,0
84590,0,0,0,0,0
85314,0,0,0,0,0
86127,0,0,0,0,0
86930,0,0,0,0,0
87671,0,0,0,0,0
88425,0,0,0,0,0
89200,0,0,0,0,0
89201,0,0,0,0,0
90038,0,0,0,0,0
90682,0,0,0,0,0
91823,0,0,0,0,0
92578,0,0,0,0,0
93317,0,0,0,0,0
93948,0,0,0,0,0
94742,0,0,0,0,0
95686,0,0,0,0,0
96461,0,0,0,0,0
97310,0,0,0,0,0
98220,0,0,0,0,0
25544,0,0,0,0,0
26134,90,0,22,6,1
26733,90,0,12,2,0
27334,90,0,12,1,0
27935,90,0,15,2,0
28505,90,0,13,1,0
29082,90,0,5,1,0
29689,90,2,29,8,1
30298,61,0,2,-1,0
30910,90,0,24,6,1
32467,90,0,7,1,0
33156,90,0,17,2,0
33157,90,0,17,1,0
33944,90,0,26,6,1
34592,90,0,15,1,0
35249,90,0,12,1,0
35914,90,1,26,6,1
36658,90,0,27,6,1
36659,90,2,19,7,0
37420,90,1,27,7,1
38385,90,0,25,6,1
38386,90,0,16,2,0
39327,90,1,29,7,1
40049,90,0,6,1,0
40509,90,0,18,7,0
41013,90,0,8,0,0
41703,90,0,15,2,0
42392,90,0,11,1,0
43596,90,0,16,1,0
44469,90,0,12,1,0
45243,90,0,10,0,0
45895,58,0,8,1,0
46604,0,0,0,0,0
47379,33,0,9,1,0
47943,90,0,18,5,1
48519,90,0,16,1,0
49117,90,1,33,7,1
49722,90,0,13,1,0
50333,90,0,17,2,0
50945,90,0,5,0,0
51561,90,0,15,1,0
52179,90,0,10,1,0
52802,90,0,23,6,1
53426,90,0,24,6,1
54056,90,2,30,9,0
54641,0,0,0,0,0
55266,0,0,0,0,0
55905,0,0,0,0,0
56501,0,0,0,0,0
56982,9,0,3,1,0
57689,90,0,13,1,0
58144,82,0,22,6,1
58800,90,0,15,1,0
59543,90,0,3,0,0
60316,90,0,20,1,0
60978,90,0,14,2,0
61661,90,3,28,9,1
62621,90,0,14,2,0
62622,90,0,14,2,0
63305,90,0,8,2,0
64264,90,0,25,6,1
65215,90,0,24,6,1
66314,90,3,48,15,1
67052,90,0,17,1,0
67877,90,0,16,2,0
68684,90,0,20,5,1
69428,90,0,19,2,0
70558,90,2,27,8,1
71275,90,0,18,2,0
71276,90,0,10,1,0
72249,90,3,28,9,1
72530,90,0,20,1,0
73105,90,0,8,1,0
73689,90,0,14,2,0
74284,90,0,23,6,0
74886,90,0,16,2,0
75496,90,1,37,7,1
76563,0,0,0,0,0
77203,90,0,6,2,0
77845,90,0,21,5,1
78472,90,0,11,2,0
79073,90,0,14,1,0
79723,90,0,24,6,1
80381,90,0,10,2,0
81044,90,0,14,2,0
81712,90,0,19,1,0
82388,90,0,24,5,1
83082,90,0,12,0,0
83877,37,0,3,1,0
83878,0,0,0,0,0
84674,0,0,0,0,0
85412,0,0,0,0,0
86224,0,0,0,0,0
87018,90,0,14,1,0
87751,90,0,22,5,1
88513,90,0,4,0,0
89310,90,0,9,1,0
89311,90,0,17,2,0
90106,0,0,0,0,0
90829,90,0,11,2,0
91911,90,0,15,2,0
92666,90,0,18,5,1
93389,90,0,25,6,1
94037,45,0,-3,-1,0
94851,90,0,15,1,0
95776,90,0,9,1,0
96559,90,0,29,6,1
97421,90,0,8,1,0
98313,90,0,14,2,0
99117,90,3,31,9,1
99753,90,0,14,2,0
100377,90,3,38,11,0
101069,90,0,15,1,0
101775,90,0,16,1,0
102492,90,0,26,6,1
72992,29,1,23,7,0
73574,87,0,5,1,0
74166,88,0,8,2,0
74767,30,0,3,1,0
75375,72,0,6,2,0
75987,45,0,0,1,0
76440,90,2,31,9,0
77079,78,0,8,2,0
77720,73,0,6,2,0
78358,63,0,9,3,1
78948,72,0,10,2,0
79596,90,0,19,2,0
80253,26,0,2,1,0
80914,8,0,3,1,0
81581,45,0,0,0,0
82256,66,0,5,2,0
82943,26,0,4,1,0
83713,0,0,0,0,0
84536,0,0,0,0,0
85249,0,0,0,0,0
86067,11,0,4,1,0
86872,0,0,0,0,0
87617,0,0,0,0,0
88367,0,0,0,0,0
89125,0,0,0,0,0
89126,0,0,0,0,0
89993,0,0,0,0,0
90587,0,0,0,0,0
91765,0,0,0,0,0
92519,61,0,4,2,0
93266,0,0,0,0,0
93889,0,0,0,0,0
94670,0,0,0,0,0
95627,0,0,0,0,0
96395,0,0,0,0,0
97243,69,0,6,2,0
98161,0,0,0,0,0
23241,90,0,20,3,0
23789,90,0,15,0,0
24346,66,0,14,2,0
24918,0,0,0,0,0
25261,0,0,0,0,0
25851,1,0,3,1,0
26449,0,0,0,0,0
27049,0,0,0,0,0
27650,1,0,3,1,0
28249,0,0,0,0,0
28795,2,0,5,1,0
29402,0,0,0,0,0
30009,1,0,3,1,0
30620,0,0,0,0,0
32274,0,0,0,0,0
32706,7,0,2,1,0
32707,90,0,6,0,0
33640,11,0,2,1,0
34284,0,0,0,0,0
34934,0,0,0,0,0
35597,0,0,0,0,0
36274,0,0,0,0,0
36275,0,0,0,0,0
37069,0,0,0,0,0
37840,0,0,0,0,0
37841,15,0,3,1,0
39343,0,0,0,0,0
40063,0,0,0,0,0
40513,0,0,0,0,0
41027,0,0,0,0,0
41717,0,0,0,0,0
42406,6,0,1,1,0
43608,0,0,0,0,0
44488,0,0,0,0,0
45256,28,0,5,1,0
45909,90,2,26,10,0
46618,75,0,12,2,0
72731,0,0,0,0,0
73308,0,0,0,0,0
73895,0,0,0,0,0
74493,0,0,0,0,0
75098,0,0,0,0,0
75716,0,0,0,0,0
76227,0,0,0,0,0
76786,0,0,0,0,0
77427,0,0,0,0,0
78069,0,0,0,0,0
78675,0,0,0,0,0
79298,0,0,0,0,0
79953,0,0,0,0,0
80613,0,0,0,0,0
81279,0,0,0,0,0
81950,0,0,0,0,0
82626,0,0,0,0,0
83353,0,0,0,0,0
83354,0,0,0,0,0
84158,0,0,0,0,0
84921,0,0,0,0,0
85691,0,0,0,0,0
86510,0,0,0,0,0
87280,0,0,0,0,0
88028,0,0,0,0,0
88775,0,0,0,0,0
89625,0,0,0,0,0
91252,0,0,0,0,0
92173,0,0,0,0,0
92929,0,0,0,0,0
93604,0,0,0,0,0
94301,0,0,0,0,0
95183,0,0,0,0,0
95184,0,0,0,0,0
96040,0,0,0,0,0
96843,0,0,0,0,0
97737,0,0,0,0,0
98581,0,0,0,0,0
36930,0,0,0,0,0
37678,0,0,0,0,0
37679,0,0,0,0,0
38784,0,0,0,0,0
39202,0,0,0,0,0
39936,0,0,0,0,0
40464,0,0,0,0,0
40899,0,0,0,0,0
41588,0,0,0,0,0
42283,0,0,0,0,0
42917,0,0,0,0,0
43492,0,0,0,0,0
44293,0,0,0,0,0
45146,0,0,0,0,0
45777,0,0,0,0,0
46485,0,0,0,0,0
48217,0,0,0,0,0
48799,0,0,0,0,0
49398,0,0,0,0,0
50005,0,0,0,0,0
50616,0,0,0,0,0
51229,13,0,2,1,0
51847,27,0,9,4,0
52466,0,0,0,0,0
53089,0,0,0,0,0
53717,86,0,3,1,0
54340,0,0,0,0,0
54923,0,0,0,0,0
55560,0,0,0,0,0
56188,8,2,28,7,0
56740,45,0,5,1,0
57137,90,0,7,4,0
58832,32,0,11,4,0
59577,0,0,0,0,0
59902,10,0,3,1,0
60631,0,0,0,0,0
61288,0,0,0,0,0
62084,45,0,1,1,0
62085,29,0,-1,0,0
63337,0,0,0,0,0
63719,27,0,-2,1,0
63720,45,0,-2,0,0
64707,1,1,30,6,0
65443,0,0,0,0,0
66353,31,0,5,1,0
67087,0,0,0,0,0
68722,16,0,5,1,0
69464,28,0,3,1,0
69912,28,0,2,1,0
69913,12,0,8,1,0
71399,90,0,12,5,0
71850,70,0,0,2,1
72467,6,0,2,1,0
73041,0,0,0,0,0
73623,7,0,-1,1,0
74216,8,0,3,1,0
74818,44,0,-3,1,0
75427,58,0,-1,1,0
76493,0,0,0,0,0
77132,6,0,1,1,0
77773,1,0,3,1,0
78408,15,0,1,1,0
79001,6,0,15,4,0
79651,0,0,0,0,0
80308,9,0,-1,0,0
80970,1,0,3,1,0
81638,18,0,1,1,0
82314,8,0,3,1,0
83002,1,0,2,1,0
83784,13,0,16,4,0
84597,0,0,0,0,0
85321,0,0,0,0,0
85322,0,0,0,0,0
86135,0,0,0,0,0
86937,0,0,0,0,0
87679,0,0,0,0,0
88432,0,0,0,0,0
89211,0,0,0,0,0
90042,0,0,0,0,0
90692,0,0,0,0,0
90693,0,0,0,0,0
91830,0,0,0,0,0
92585,0,0,0,0,0
93323,0,0,0,0,0
93955,0,0,0,0,0
94752,0,0,0,0,0
95693,0,0,0,0,0
96468,0,0,0,0,0
97318,0,0,0,0,0
98227,0,0,0,0,0
99670,14,0,4,1,0
100283,57,0,4,1,0
100973,90,0,24,6,1
101678,90,0,16,2,0
102395,90,0,16,2,0
23242,0,0,0,0,0
23790,0,0,0,0,0
24347,0,0,0,0,0
24919,0,0,0,0,0
25406,0,0,0,0,0
25996,0,0,0,0,0
26595,0,0,0,0,0
27195,0,0,0,0,0
27796,0,0,0,0,0
28381,0,0,0,0,0
28942,0,0,0,0,0
29549,0,0,0,0,0
30156,0,0,0,0,0
30767,0,0,0,0,0
31855,0,0,0,0,0
32366,0,0,0,0,0
32934,0,0,0,0,0
33792,0,0,0,0,0
34439,0,0,0,0,0
35094,0,0,0,0,0
35759,0,0,0,0,0
36473,0,0,0,0,0
37247,0,0,0,0,0
38125,0,0,0,0,0
38126,0,0,0,0,0
38991,0,0,0,0,0
39743,0,0,0,0,0
40387,0,0,0,0,0
40706,0,0,0,0,0
41393,0,0,0,0,0
42086,0,0,0,0,0
42087,0,0,0,0,0
43319,0,0,0,0,0
43994,0,0,0,0,0
44989,0,0,0,0,0
45576,0,0,0,0,0
46282,0,0,0,0,0
47237,0,0,0,0,0
47799,0,0,0,0,0
48372,0,0,0,0,0
48963,0,0,0,0,0
49567,0,0,0,0,0
50175,0,0,0,0,0
50787,0,0,0,0,0
51401,0,0,0,0,0
52019,0,0,0,0,0
52640,0,0,0,0,0
53263,0,0,0,0,0
53892,0,0,0,0,0
55100,0,0,0,0,0
55738,0,0,0,0,0
57209,0,0,0,0,0
57581,0,0,0,0,0
58027,0,0,0,0,0
58370,0,0,0,0,0
59069,0,0,0,0,0
60118,0,0,0,0,0
60817,0,0,0,0,0
61481,0,0,0,0,0
62357,0,0,0,0,0
62358,0,0,0,0,0
62910,0,0,0,0,0
64005,0,0,0,0,0
64978,0,0,0,0,0
64979,0,0,0,0,0
65533,0,0,0,0,0
65814,0,0,0,0,0
66592,0,0,0,0,0
67324,0,0,0,0,0
68179,0,0,0,0,0
68963,0,0,0,0,0
70251,0,0,0,0,0
70252,0,0,0,0,0
71102,0,0,0,0,0
72063,0,0,0,0,0
99898,0,0,0,0,0
100544,0,0,0,0,0
101241,0,0,0,0,0
101954,0,0,0,0,0
102671,0,0,0,0,0
73292,0,0,0,0,0
73879,0,0,0,0,0
74477,0,0,0,0,0
75082,0,0,0,0,0
75699,0,0,0,0,0
76215,0,0,0,0,0
76769,0,0,0,0,0
77410,0,0,0,0,0
78052,0,0,0,0,0
78658,0,0,0,0,0
79281,0,0,0,0,0
79935,0,0,0,0,0
80595,0,0,0,0,0
81261,0,0,0,0,0
81932,0,0,0,0,0
82608,0,0,0,0,0
83334,0,0,0,0,0
84138,0,0,0,0,0
84903,0,0,0,0,0
85670,0,0,0,0,0
86491,0,0,0,0,0
87261,0,0,0,0,0
88008,0,0,0,0,0
88756,0,0,0,0,0
89601,0,0,0,0,0
90285,0,0,0,0,0
91220,0,0,0,0,0
91221,0,0,0,0,0
92154,0,0,0,0,0
92910,0,0,0,0,0
93588,0,0,0,0,0
94282,0,0,0,0,0
95160,0,0,0,0,0
96021,0,0,0,0,0
96823,0,0,0,0,0
97714,0,0,0,0,0
98561,0,0,0,0,0
26196,0,0,0,0,0
26795,0,0,0,0,0
27396,9,0,3,1,0
27998,90,0,26,6,1
28565,1,0,4,1,0
29145,0,0,0,0,0
29752,0,0,0,0,0
30362,0,0,0,0,0
30976,0,0,0,0,0
32039,0,0,0,0,0
32512,0,0,0,0,0
33257,90,0,17,2,0
34011,90,0,12,1,0
34659,90,0,17,2,0
35319,0,0,0,0,0
35984,0,0,0,0,0
36745,0,0,0,0,0
37494,0,0,0,0,0
38510,0,0,0,0,0
38511,0,0,0,0,0
39581,0,0,0,0,0
40277,0,0,0,0,0
40600,90,2,28,8,1
41241,90,1,24,2,0
41932,90,0,18,1,0
42618,90,0,12,1,0
42619,0,0,0,0,0
43807,0,0,0,0,0
44815,0,0,0,0,0
45439,0,0,0,0,0
46129,0,0,0,0,0
46841,1,0,5,1,0
47419,0,0,0,0,0
47983,0,0,0,0,0
48559,0,0,0,0,0
49157,78,0,11,1,0
49763,0,0,0,0,0
50374,0,0,0,0,0
50987,0,0,0,0,0
51604,0,0,0,0,0
52222,0,0,0,0,0
52845,0,0,0,0,0
53469,0,0,0,0,0
54099,0,0,0,0,0
55309,0,0,0,0,0
55948,0,0,0,0,0
57291,0,0,0,0,0
57721,0,0,0,0,0
58180,0,0,0,0,0
58302,0,0,0,0,0
58994,0,0,0,0,0
60373,0,0,0,0,0
61019,0,0,0,0,0
61719,0,0,0,0,0
62695,0,0,0,0,0
62696,0,0,0,0,0
62852,0,0,0,0,0
64330,0,0,0,0,0
65278,0,0,0,0,0
65279,0,0,0,0,0
65633,0,0,0,0,0
65739,0,0,0,0,0
66523,0,0,0,0,0
67246,0,0,0,0,0
68100,0,0,0,0,0
68893,0,0,0,0,0
70631,0,0,0,0,0
70632,8,0,3,1,0
71129,1,0,3,1,0
72300,0,0,0,0,0
72541,0,0,0,0,0
73116,0,0,0,0,0
73700,0,0,0,0,0
74295,0,0,0,0,0
74897,0,0,0,0,0
75507,0,0,0,0,0
76075,0,0,0,0,0
76574,0,0,0,0,0
77214,0,0,0,0,0
77856,0,0,0,0,0
78482,0,0,0,0,0
79085,0,0,0,0,0
79735,0,0,0,0,0
80393,0,0,0,0,0
81056,0,0,0,0,0
81724,0,0,0,0,0
82400,0,0,0,0,0
83096,0,0,0,0,0
83892,0,0,0,0,0
83893,0,0,0,0,0
84686,0,0,0,0,0
85425,0,0,0,0,0
86238,0,0,0,0,0
87031,0,0,0,0,0
87764,0,0,0,0,0
88526,0,0,0,0,0
89327,0,0,0,0,0
90114,0,0,0,0,0
90849,0,0,0,0,0
91924,0,0,0,0,0
92679,0,0,0,0,0
93398,0,0,0,0,0
94050,0,0,0,0,0
94869,0,0,0,0,0
95789,0,0,0,0,0
96573,0,0,0,0,0
97438,0,0,0,0,0
98326,0,0,0,0,0
99051,0,0,0,0,0
99692,0,0,0,0,0
100309,0,0,0,0,0
100999,0,0,0,0,0
101704,0,0,0,0,0
102421,0,0,0,0,0
73182,0,0,0,0,0
73768,0,0,0,0,0
74364,0,0,0,0,0
74966,0,0,0,0,0
75579,0,0,0,0,0
76126,0,0,0,0,0
76647,0,0,0,0,0
77288,0,0,0,0,0
77930,0,0,0,0,0
78547,13,0,2,1,0
79159,0,0,0,0,0
79812,0,0,0,0,0
80472,2,0,2,1,0
81136,0,0,0,0,0
81806,0,0,0,0,0
82482,20,0,3,1,0
83191,6,0,3,1,0
83991,12,0,3,1,0
84772,74,0,8,3,1
85521,24,0,6,1,0
86340,0,0,0,0,0
87122,45,0,4,1,0
87860,31,0,2,1,0
88617,70,0,22,5,0
89439,90,0,9,3,1
90180,58,0,7,1,0
90996,71,0,8,2,0
90997,0,0,0,0,0
92015,59,0,13,0,0
92770,90,0,15,2,0
93467,45,0,13,1,0
94142,90,0,19,3,1
94986,72,0,11,2,0
95881,58,0,3,1,0
96674,80,0,14,2,0
97553,0,0,0,0,0
98418,0,0,0,0,0
99343,90,0,13,2,0
99961,75,0,8,2,0
100612,45,0,4,1,0
101309,0,0,0,0,0
102022,0,0,0,0,0
102739,0,0,0,0,0
100374,0,0,0,0,0
101065,0,0,0,0,0
101771,0,0,0,0,0
102488,0,0,0,0,0
49403,0,0,0,0,0
50010,0,0,0,0,0
50621,0,0,0,0,0
51234,0,0,0,0,0
51852,0,0,0,0,0
52471,0,0,0,0,0
53094,0,0,0,0,0
53722,0,0,0,0,0
54345,0,0,0,0,0
54928,0,0,0,0,0
55565,0,0,0,0,0
56193,0,0,0,0,0
56745,0,0,0,0,0
57141,0,0,0,0,0
57451,0,0,0,0,0
59353,0,0,0,0,0
59907,0,0,0,0,0
60636,0,0,0,0,0
61291,0,0,0,0,0
62092,0,0,0,0,0
63148,0,0,0,0,0
63725,0,0,0,0,0
63726,0,0,0,0,0
64714,0,0,0,0,0
64715,0,0,0,0,0
66112,0,0,0,0,0
66868,0,0,0,0,0
67662,0,0,0,0,0
67663,0,0,0,0,0
68482,0,0,0,0,0
69242,0,0,0,0,0
69921,0,0,0,0,0
71428,0,0,0,0,0
71855,0,0,0,0,0
99842,0,0,0,0,0
100477,0,0,0,0,0
101172,0,0,0,0,0
101885,0,0,0,0,0
102602,0,0,0,0,0
72987,75,0,11,3,1
73568,69,0,11,2,0
74160,83,0,5,2,0
74761,90,0,10,2,0
75369,90,0,2,3,1
75982,90,0,11,2,0
76434,90,2,33,10,0
77073,90,0,8,2,0
77714,12,0,2,1,0
78352,45,0,2,1,0
78942,74,0,8,2,0
79590,70,0,12,3,1
80247,72,1,29,9,1
80908,84,3,29,11,1
81575,83,0,7,3,1
82250,63,0,2,3,1
82935,86,0,4,3,1
83704,70,0,5,3,1
84528,68,0,7,3,1
85241,80,0,4,1,0
86059,35,0,4,1,0
86864,0,0,0,0,0
88359,27,0,8,1,0
89114,90,1,23,6,0
89985,90,2,28,7,0
90575,83,2,27,10,1
90576,26,0,3,1,0
91757,86,0,13,2,0
92511,67,0,5,2,0
93258,90,0,23,5,0
93881,86,0,22,5,0
94662,90,0,10,2,0
95619,77,0,9,2,0
96386,86,0,23,5,0
96387,60,0,9,2,0
97235,0,0,0,0,0
98153,0,0,0,0,0
99038,0,0,0,0,0
99681,0,0,0,0,0
100296,0,0,0,0,0
100986,0,0,0,0,0
101691,0,0,0,0,0
102408,0,0,0,0,0
79520,0,0,0,0,0
80176,0,0,0,0,0
80837,0,0,0,0,0
81503,0,0,0,0,0
82177,0,0,0,0,0
82855,0,0,0,0,0
83619,0,0,0,0,0
84445,0,0,0,0,0
85161,0,0,0,0,0
85973,0,0,0,0,0
86782,0,0,0,0,0
87532,0,0,0,0,0
88280,0,0,0,0,0
89027,0,0,0,0,0
89921,0,0,0,0,0
90472,0,0,0,0,0
91662,0,0,0,0,0
91663,0,0,0,0,0
92431,0,0,0,0,0
93190,0,0,0,0,0
93806,0,0,0,0,0
94562,0,0,0,0,0
95531,0,0,0,0,0
96302,0,0,0,0,0
97137,0,0,0,0,0
98066,0,0,0,0,0
98848,0,0,0,0,0
73227,90,1,24,7,1
73813,90,0,9,1,0
74409,90,0,12,0,0
75012,90,0,11,-1,0
75628,90,0,13,1,0
76159,27,0,7,1,0
76696,0,0,0,0,0
77337,0,0,0,0,0
77979,0,0,0,0,0
78593,4,0,5,1,0
79208,26,0,0,0,0
79862,26,0,3,1,0
80522,0,0,0,0,0
81186,90,1,23,7,1
81857,90,0,11,1,0
82533,90,0,12,2,0
83248,90,0,19,6,1
84052,90,0,23,6,1
84824,90,0,9,1,0
85583,0,0,0,0,0
86399,83,0,15,1,0
87178,90,0,11,1,0
87918,90,0,14,0,0
88673,90,0,17,1,0
89504,90,0,23,7,0
90222,0,0,0,0,0
91089,23,0,3,1,0
91090,0,0,0,0,0
92071,64,0,6,2,0
92827,0,0,0,0,0
93514,60,0,11,1,0
94199,76,0,13,2,0
95057,90,0,15,1,0
95938,26,0,5,1,0
96734,90,0,8,1,0
97621,90,0,20,6,1
98477,90,0,15,2,0
99291,89,0,10,1,0
99911,90,0,18,2,0
100557,66,0,-2,-2,0
101254,90,3,25,9,1
101967,90,0,13,2,0
102684,0,0,0,0,0
23239,0,0,0,0,0
23787,0,0,0,0,0
24344,0,0,0,0,0
24916,90,0,10,1,0
25287,0,0,0,0,0
25877,0,0,0,0,0
26476,90,0,12,1,0
27076,90,0,28,6,1
27677,0,0,0,0,0
28274,90,2,37,14,1
28822,45,0,16,1,0
29429,0,0,0,0,0
30036,90,0,35,9,1
30647,59,3,31,7,0
31250,0,0,0,0,0
31745,0,0,0,0,0
32749,0,0,0,0,0
32750,90,0,8,1,0
33669,45,0,15,1,0
34313,0,0,0,0,0
34963,0,0,0,0,0
35626,0,0,0,0,0
36309,0,0,0,0,0
37105,0,0,0,0,0
37890,0,0,0,0,0
37891,0,0,0,0,0
39298,0,0,0,0,0
40023,0,0,0,0,0
40987,0,0,0,0,0
41677,0,0,0,0,0
42369,0,0,0,0,0
42989,0,0,0,0,0
44427,0,0,0,0,0
44428,0,0,0,0,0
45221,0,0,0,0,0
45868,0,0,0,0,0
46577,0,0,0,0,0
47121,90,0,25,6,1
47681,90,0,26,6,1
48252,90,0,8,2,0
48837,90,0,27,6,1
49437,0,0,0,0,0
50044,90,0,12,1,0
50656,90,0,22,1,0
51270,90,0,25,6,1
51888,0,0,0,0,0
52508,0,0,0,0,0
53131,90,0,15,1,0
53759,90,0,25,6,1
54379,0,0,0,0,0
54966,90,0,13,2,0
55604,90,0,27,6,1
56228,90,1,26,7,1
56772,90,0,22,2,0
57159,90,1,21,2,0
57929,90,0,11,1,0
58671,0,0,0,0,0
59410,90,0,28,6,1
59953,90,0,12,2,0
60674,90,2,47,11,1
61333,90,0,27,6,1
62154,90,0,19,2,0
62155,90,0,40,12,1
63791,0,0,0,0,0
64769,90,3,35,12,1
64770,90,1,26,7,1
66177,90,1,27,7,1
66927,90,0,17,1,0
67734,90,0,28,6,1
68545,90,2,28,8,1
69302,90,0,25,6,1
69990,0,0,0,0,0
69991,90,3,32,11,0
70969,90,3,31,11,0
