,minutes,bonus,bps,total_points,output_clean_sheets
76049,0,0,0,0,0
76532,0,0,0,0,0
77171,0,0,0,0,0
77813,0,0,0,0,0
78442,0,0,0,0,0
79041,0,0,0,0,0
79691,0,0,0,0,0
80349,10,0,3,1,0
81012,0,0,0,0,0
81680,0,0,0,0,0
82356,0,0,0,0,0
83049,0,0,0,0,0
83835,0,0,0,0,0
84641,0,0,0,0,0
85370,0,0,0,0,0
86186,0,0,0,0,0
86982,0,0,0,0,0
88477,0,0,0,0,0
89265,0,0,0,0,0
90078,0,0,0,0,0
90770,0,0,0,0,0
90771,3,0,5,1,0
91875,0,0,0,0,0
92630,0,0,0,0,0
93360,20,0,8,1,0
94000,0,0,0,0,0
94806,0,0,0,0,0
95739,0,0,0,0,0
96517,0,0,0,0,0
96518,1,0,3,1,0
97375,0,0,0,0,0
98275,0,0,0,0,0
99039,0,0,0,0,0
99682,0,0,0,0,0
100297,0,0,0,0,0
100987,0,0,0,0,0
101692,0,0,0,0,0
102409,0,0,0,0,0
23778,0,0,0,0,0
24335,0,0,0,0,0
24906,13,0,3,1,0
25639,6,0,3,1,0
26233,45,0,5,1,0
26832,20,0,3,1,0
27433,90,0,15,4,1
28035,90,0,5,2,0
28594,74,0,8,2,0
29182,58,0,-1,1,0
29789,64,0,4,2,1
30399,8,0,-2,0,0
31013,16,0,2,1,0
31532,0,0,0,0,0
32532,2,0,2,1,0
33314,18,0,4,1,0
33315,0,0,0,0,0
34049,74,0,2,2,0
34697,33,0,3,1,0
35358,76,0,0,2,0
36023,0,0,0,0,0
36789,90,2,42,11,1
36790,90,0,8,5,0
37535,80,0,-3,2,1
38582,87,0,7,2,0
38583,1,0,3,1,0
39412,4,0,0,1,0
40125,12,0,3,1,0
41089,12,0,3,1,0
41779,0,0,0,0,0
42467,2,0,3,1,0
43069,17,0,1,1,0
43666,29,0,-4,1,0
44578,23,0,-1,1,0
45311,25,0,1,1,0
45973,0,0,0,0,0
46683,20,0,4,1,0
47233,69,0,10,2,1
47795,15,0,7,1,0
48368,0,0,0,0,0
48959,4,0,2,1,0
49563,8,0,1,1,0
50171,0,0,0,0,0
50783,55,0,-1,0,0
51397,8,0,3,1,0
52015,20,0,-3,0,0
52636,0,0,0,0,0
53259,29,0,13,4,0
53888,11,0,2,1,0
55096,31,0,0,0,0
55734,10,0,2,1,0
56353,90,0,5,2,1
58023,0,0,0,0,0
58876,10,0,2,1,0
60113,82,0,5,2,1
60114,24,0,0,1,0
60813,87,3,28,9,0
61477,61,0,8,2,0
62352,35,0,15,4,0
62353,90,0,0,2,1
63378,87,0,3,2,0
63379,19,0,2,1,0
63999,62,0,4,2,0
64974,23,0,0,1,0
66404,19,0,0,1,0
66405,90,1,29,7,0
67133,83,0,1,2,0
67973,90,0,10,5,0
67974,90,0,6,2,1
68774,63,0,5,2,1
69511,0,0,0,0,0
70246,0,0,0,0,0
70764,0,0,0,0,0
70765,0,0,0,0,0
72059,0,0,0,0,0
99107,0,0,0,0,0
100366,9,0,-3,1,0
101057,0,0,0,0,0
101763,0,0,0,0,0
102480,17,0,2,1,0
73398,7,0,2,1,0
73987,76,0,17,5,0
74586,2,0,3,1,0
75192,0,0,0,0,0
75813,0,0,0,0,0
76303,0,0,0,0,0
76886,0,0,0,0,0
77527,0,0,0,0,0
78170,0,0,0,0,0
78763,0,0,0,0,0
79400,0,0,0,0,0
80055,0,0,0,0,0
80716,0,0,0,0,0
81382,0,0,0,0,0
82054,0,0,0,0,0
82731,0,0,0,0,0
83474,0,0,0,0,0
83475,0,0,0,0,0
84288,0,0,0,0,0
85032,0,0,0,0,0
85818,0,0,0,0,0
86639,0,0,0,0,0
87397,0,0,0,0,0
88149,0,0,0,0,0
88892,0,0,0,0,0
89758,0,0,0,0,0
91438,0,0,0,0,0
92293,0,0,0,0,0
93049,0,0,0,0,0
93697,0,0,0,0,0
94421,0,0,0,0,0
95347,0,0,0,0,0
95348,0,0,0,0,0
96161,0,0,0,0,0
96977,0,0,0,0,0
97886,0,0,0,0,0
98703,0,0,0,0,0
99311,0,0,0,0,0
99930,0,0,0,0,0
100578,0,0,0,0,0
101275,0,0,0,0,0
101988,0,0,0,0,0
102705,0,0,0,0,0
23228,0,0,0,0,0
23775,0,0,0,0,0
24332,0,0,0,0,0
24903,0,0,0,0,0
25642,0,0,0,0,0
26236,0,0,0,0,0
26835,0,0,0,0,0
27436,0,0,0,0,0
28038,0,0,0,0,0
28597,0,0,0,0,0
29185,0,0,0,0,0
29792,0,0,0,0,0
30402,0,0,0,0,0
31016,0,0,0,0,0
31535,0,0,0,0,0
32076,0,0,0,0,0
33319,0,0,0,0,0
34052,0,0,0,0,0
34700,0,0,0,0,0
35361,0,0,0,0,0
36026,0,0,0,0,0
36794,0,0,0,0,0
37538,0,0,0,0,0
37539,0,0,0,0,0
38588,0,0,0,0,0
39668,0,0,0,0,0
40354,0,0,0,0,0
40634,0,0,0,0,0
41318,0,0,0,0,0
42009,0,0,0,0,0
42699,0,0,0,0,0
43254,0,0,0,0,0
43877,0,0,0,0,0
44931,0,0,0,0,0
45502,0,0,0,0,0
46206,0,0,0,0,0
46919,0,0,0,0,0
23229,0,0,0,0,0
23776,0,0,0,0,0
24333,0,0,0,0,0
24904,0,0,0,0,0
25417,0,0,0,0,0
26007,0,0,0,0,0
26606,0,0,0,0,0
27206,0,0,0,0,0
27807,0,0,0,0,0
28391,0,0,0,0,0
28953,0,0,0,0,0
29560,0,0,0,0,0
30167,36,0,16,7,0
30778,0,0,0,0,0
31345,0,0,0,0,0
31866,90,0,12,0,0
32373,90,0,19,6,1
32951,90,0,6,1,0
33805,37,0,0,1,0
34452,90,0,13,2,0
35107,90,0,16,8,0
35772,90,0,10,1,0
36488,90,0,24,1,0
37263,10,0,-1,1,0
38144,0,0,0,0,0
38145,0,0,0,0,0
39139,90,0,-1,0,0
39878,0,0,0,0,0
40841,72,0,6,1,0
41528,0,0,0,0,0
42221,7,0,4,1,0
42871,90,0,22,6,1
43433,45,0,1,1,0
44201,0,0,0,0,0
45097,0,0,0,0,0
45712,90,0,4,2,0
46420,0,0,0,0,0
99144,0,0,0,0,0
99776,0,0,0,0,0
100405,19,0,18,7,0
101099,0,0,0,0,0
101807,85,0,18,6,1
102524,45,0,6,0,0
24334,0,0,0,0,0
24905,0,0,0,0,0
25424,0,0,0,0,0
26014,0,0,0,0,0
26613,0,0,0,0,0
27213,1,0,3,1,0
27814,0,0,0,0,0
28398,0,0,0,0,0
28960,0,0,0,0,0
29567,0,0,0,0,0
30174,0,0,0,0,0
30785,0,0,0,0,0
31351,0,0,0,0,0
31872,0,0,0,0,0
32379,0,0,0,0,0
32960,0,0,0,0,0
33812,0,0,0,0,0
34459,0,0,0,0,0
35115,0,0,0,0,0
35780,0,0,0,0,0
36497,0,0,0,0,0
37271,0,0,0,0,0
38155,0,0,0,0,0
39554,0,0,0,0,0
40252,0,0,0,0,0
40587,0,0,0,0,0
41216,0,0,0,0,0
41907,0,0,0,0,0
42591,0,0,0,0,0
43177,0,0,0,0,0
43783,0,0,0,0,0
44776,0,0,0,0,0
45422,0,0,0,0,0
46104,0,0,0,0,0
46816,0,0,0,0,0
23231,0,0,0,0,0
23779,0,0,0,0,0
24336,0,0,0,0,0
24907,0,0,0,0,0
25235,0,0,0,0,0
25825,0,0,0,0,0
26423,0,0,0,0,0
27023,0,0,0,0,0
27624,0,0,0,0,0
28226,0,0,0,0,0
28769,0,0,0,0,0
29376,0,0,0,0,0
29983,0,0,0,0,0
30594,0,0,0,0,0
32254,0,0,0,0,0
32663,0,0,0,0,0
32664,0,0,0,0,0
33610,0,0,0,0,0
34254,0,0,0,0,0
34904,0,0,0,0,0
35567,0,0,0,0,0
36237,0,0,0,0,0
36238,0,0,0,0,0
37038,0,0,0,0,0
37788,0,0,0,0,0
37789,0,0,0,0,0
38927,0,0,0,0,0
39682,0,0,0,0,0
40363,0,0,0,0,0
40645,0,0,0,0,0
41332,0,0,0,0,0
42023,0,0,0,0,0
43266,0,0,0,0,0
43893,0,0,0,0,0
44947,0,0,0,0,0
45514,0,0,0,0,0
46220,0,0,0,0,0
23232,0,0,0,0,0
23780,0,0,0,0,0
24337,0,0,0,0,0
24908,0,0,0,0,0
25630,0,0,0,0,0
26224,0,0,0,0,0
26823,0,0,0,0,0
27424,0,0,0,0,0
28026,0,0,0,0,0
28588,0,0,0,0,0
29173,0,0,0,0,0
29780,0,0,0,0,0
30390,0,0,0,0,0
31004,0,0,0,0,0
32066,0,0,0,0,0
32529,0,0,0,0,0
34040,0,0,0,0,0
34688,0,0,0,0,0
35349,0,0,0,0,0
36014,0,0,0,0,0
36779,0,0,0,0,0
36780,0,0,0,0,0
37526,0,0,0,0,0
38565,0,0,0,0,0
38566,0,0,0,0,0
39496,0,0,0,0,0
40201,0,0,0,0,0
41165,11,0,1,1,0
41855,0,0,0,0,0
42541,0,0,0,0,0
43133,0,0,0,0,0
43738,0,0,0,0,0
44686,0,0,0,0,0
44687,0,0,0,0,0
45378,0,0,0,0,0
46050,0,0,0,0,0
46761,0,0,0,0,0
47199,0,0,0,0,0
47760,0,0,0,0,0
48333,0,0,0,0,0
48924,0,0,0,0,0
49528,0,0,0,0,0
50135,0,0,0,0,0
50747,0,0,0,0,0
51361,0,0,0,0,0
51979,0,0,0,0,0
52599,45,0,4,1,0
53222,1,0,3,1,0
53851,0,0,0,0,0
54464,0,0,0,0,0
55059,0,0,0,0,0
55697,0,0,0,0,0
56317,0,0,0,0,0
56841,19,0,3,1,0
58295,0,0,0,0,0
58988,0,0,0,0,0
60068,0,0,0,0,0
60771,0,0,0,0,0
61437,0,0,0,0,0
62296,0,0,0,0,0
62845,0,0,0,0,0
63938,0,0,0,0,0
64914,0,0,0,0,0
64915,0,0,0,0,0
65729,0,0,0,0,0
65730,0,0,0,0,0
66516,0,0,0,0,0
67236,0,0,0,0,0
68093,0,0,0,0,0
68886,0,0,0,0,0
70174,0,0,0,0,0
70175,0,0,0,0,0
71303,0,0,0,0,0
71304,0,0,0,0,0
72014,0,0,0,0,0
72659,0,0,0,0,0
73235,0,0,0,0,0
73821,0,0,0,0,0
74417,0,0,0,0,0
75020,0,0,0,0,0
75637,0,0,0,0,0
76165,0,0,0,0,0
76705,0,0,0,0,0
77346,0,0,0,0,0
77988,0,0,0,0,0
78601,0,0,0,0,0
79217,0,0,0,0,0
79871,0,0,0,0,0
80531,0,0,0,0,0
81196,0,0,0,0,0
81867,0,0,0,0,0
82543,0,0,0,0,0
83263,0,0,0,0,0
84063,0,0,0,0,0
84835,0,0,0,0,0
85595,0,0,0,0,0
86412,0,0,0,0,0
87189,0,0,0,0,0
87928,0,0,0,0,0
87929,0,0,0,0,0
88684,0,0,0,0,0
89517,0,0,0,0,0
90228,0,0,0,0,0
91106,0,0,0,0,0
92082,0,0,0,0,0
92838,0,0,0,0,0
93522,0,0,0,0,0
94210,0,0,0,0,0
95073,0,0,0,0,0
95949,0,0,0,0,0
96746,0,0,0,0,0
97635,0,0,0,0,0
98488,0,0,0,0,0
99163,0,0,0,0,0
99795,0,0,0,0,0
100424,0,0,0,0,0
101119,0,0,0,0,0
101829,0,0,0,0,0
102546,0,0,0,0,0
34259,0,0,0,0,0
34909,0,0,0,0,0
35572,64,0,8,2,0
36244,14,0,2,1,0
37043,74,2,25,8,0
37797,0,0,0,0,0
37798,0,0,0,0,0
39043,16,0,1,1,0
39791,0,0,0,0,0
40754,13,0,5,1,0
41441,0,0,0,0,0
42803,0,0,0,0,0
43360,22,0,1,1,0
44068,0,0,0,0,0
44069,12,0,3,1,0
45027,0,0,0,0,0
45625,0,0,0,0,0
46332,0,0,0,0,0
47061,56,0,5,1,0
47618,0,0,0,0,0
48187,0,0,0,0,0
48769,0,0,0,0,0
49368,0,0,0,0,0
49974,0,0,0,0,0
50585,0,0,0,0,0
51198,0,0,0,0,0
51816,4,0,1,1,0
52435,0,0,0,0,0
53058,0,0,0,0,0
53685,0,0,0,0,0
54311,0,0,0,0,0
54890,0,0,0,0,0
55526,0,0,0,0,0
56157,0,0,0,0,0
56713,0,0,0,0,0
57424,27,0,3,1,0
57879,80,0,24,6,1
58429,30,0,1,1,0
59132,24,0,2,1,0
59862,76,0,18,5,0
60597,79,0,1,1,0
61255,18,0,0,1,0
62027,1,0,3,1,0
62028,90,1,27,7,0
62973,30,0,3,1,0
63669,68,3,30,9,1
64657,64,0,7,2,1
65888,68,0,27,6,1
66660,90,0,2,2,0
67407,30,0,3,1,0
68251,83,0,-4,2,1
69031,63,0,-4,1,0
69846,7,0,0,1,0
70852,70,0,5,2,0
70853,80,2,28,8,0
71811,0,0,0,0,0
72443,32,0,2,1,0
73017,0,0,0,0,0
73599,20,0,24,5,0
74191,16,0,0,0,0
74793,53,0,4,1,0
75401,62,0,10,2,1
76467,6,0,2,1,0
77106,4,0,1,1,0
77747,13,0,2,1,0
78385,9,0,3,1,0
78975,28,0,-4,0,0
79624,0,0,0,0,0
80281,0,0,0,0,0
80942,31,0,3,1,0
81609,0,0,0,0,0
82284,16,0,1,1,0
82972,29,0,0,1,0
83746,21,0,2,1,0
83747,55,0,-2,1,0
84564,25,0,4,1,0
85283,7,0,2,1,0
86096,70,0,3,2,0
86901,79,0,5,2,1
87642,70,0,-7,2,1
88396,23,0,3,1,0
89163,0,0,0,0,0
89164,11,0,2,1,0
90016,0,0,0,0,0
90636,4,3,26,7,0
91794,10,0,2,1,0
92549,1,0,3,1,0
93292,19,0,1,1,0
93919,1,0,2,1,0
94706,0,0,0,0,0
95657,0,0,0,0,0
96430,0,0,0,0,0
97277,10,0,2,1,0
98191,23,0,0,1,0
98995,0,0,0,0,0
99645,0,0,0,0,0
100252,19,0,2,1,0
100942,19,0,24,7,0
101647,65,0,13,5,0
102364,20,0,2,1,0
102545,38,0,-6,-2,0
23781,0,0,0,0,0
24338,0,0,0,0,0
24909,0,0,0,0,0
25631,0,0,0,0,0
26225,0,0,0,0,0
26824,0,0,0,0,0
27425,0,0,0,0,0
28027,0,0,0,0,0
29174,0,0,0,0,0
29781,0,0,0,0,0
30391,0,0,0,0,0
31005,0,0,0,0,0
31524,0,0,0,0,0
32067,0,0,0,0,0
33300,0,0,0,0,0
33301,0,0,0,0,0
34041,0,0,0,0,0
34689,0,0,0,0,0
35350,0,0,0,0,0
36015,0,0,0,0,0
36781,0,0,0,0,0
37527,0,0,0,0,0
38567,0,0,0,0,0
38568,0,0,0,0,0
39257,0,0,0,0,0
39986,0,0,0,0,0
40480,0,0,0,0,0
40950,0,0,0,0,0
41640,0,0,0,0,0
42333,0,0,0,0,0
42959,0,0,0,0,0
43540,0,0,0,0,0
44369,0,0,0,0,0
44370,0,0,0,0,0
45193,0,0,0,0,0
45830,0,0,0,0,0
46539,0,0,0,0,0
47211,0,0,0,0,0
47772,0,0,0,0,0
48345,0,0,0,0,0
48936,90,0,13,1,0
49540,0,0,0,0,0
50148,0,0,0,0,0
50760,0,0,0,0,0
51374,0,0,0,0,0
51992,0,0,0,0,0
52612,0,0,0,0,0
53235,0,0,0,0,0
53864,0,0,0,0,0
54476,0,0,0,0,0
55072,0,0,0,0,0
55710,0,0,0,0,0
56331,0,0,0,0,0
56852,0,0,0,0,0
57558,0,0,0,0,0
58591,0,0,0,0,0
59320,0,0,0,0,0
60084,0,0,0,0,0
60785,0,0,0,0,0
61451,0,0,0,0,0
62314,0,0,0,0,0
63123,0,0,0,0,0
63959,0,0,0,0,0
63960,0,0,0,0,0
64934,0,0,0,0,0
65517,0,0,0,0,0
66081,0,0,0,0,0
66838,0,0,0,0,0
68450,0,0,0,0,0
69212,0,0,0,0,0
70200,0,0,0,0,0
70201,0,0,0,0,0
71019,0,0,0,0,0
71020,0,0,0,0,0
72030,0,0,0,0,0
23235,90,0,4,2,0
23783,73,0,8,2,0
24340,90,0,4,2,0
24911,87,0,11,2,0
25272,90,0,12,2,0
25862,90,0,7,2,0
26460,60,0,4,2,0
27060,0,0,0,0,0
27661,90,0,4,3,1
28806,0,0,0,0,0
29413,61,0,24,7,0
30020,0,0,0,0,0
30631,0,0,0,0,0
31235,0,0,0,0,0
31730,0,0,0,0,0
32281,90,0,16,2,0
32726,12,0,3,1,0
32727,90,0,12,2,0
33653,90,0,11,2,0
34297,90,0,3,2,1
34947,62,0,5,2,0
35610,49,0,-7,-2,0
36290,0,0,0,0,0
37085,0,0,0,0,0
37862,0,0,0,0,0
39463,56,0,1,1,0
40169,0,0,0,0,0
40559,45,0,4,1,0
41133,0,0,0,0,0
41823,1,0,3,1,0
42510,0,0,0,0,0
43104,0,0,0,0,0
43709,0,0,0,0,0
44635,2,0,3,1,0
45351,0,0,0,0,0
46017,0,0,0,0,0
46727,10,0,4,1,0
47431,0,0,0,0,0
47996,0,0,0,0,0
48573,0,0,0,0,0
49171,5,0,3,1,0
49777,0,0,0,0,0
50388,0,0,0,0,0
51001,54,0,18,6,0
51618,0,0,0,0,0
52236,0,0,0,0,0
52859,0,0,0,0,0
53483,0,0,0,0,0
54113,0,0,0,0,0
54690,0,0,0,0,0
55323,0,0,0,0,0
55962,0,0,0,0,0
56549,0,0,0,0,0
57019,0,0,0,0,0
57297,10,0,4,1,0
57732,0,0,0,0,0
59122,0,0,0,0,0
60391,0,0,0,0,0
61033,0,0,0,0,0
61731,0,0,0,0,0
62718,0,0,0,0,0
62962,0,0,0,0,0
64353,0,0,0,0,0
64354,0,0,0,0,0
65298,0,0,0,0,0
65299,0,0,0,0,0
65874,0,0,0,0,0
66647,0,0,0,0,0
67389,0,0,0,0,0
67390,0,0,0,0,0
68237,0,0,0,0,0
69018,0,0,0,0,0
70658,0,0,0,0,0
71033,0,0,0,0,0
72316,0,0,0,0,0
72871,0,0,0,0,0
73450,0,0,0,0,0
74040,0,0,0,0,0
74639,0,0,0,0,0
75245,0,0,0,0,0
75866,0,0,0,0,0
76330,0,0,0,0,0
76944,0,0,0,0,0
77585,0,0,0,0,0
78228,0,0,0,0,0
78820,0,0,0,0,0
79459,0,0,0,0,0
80114,0,0,0,0,0
80775,0,0,0,0,0
81441,0,0,0,0,0
82114,0,0,0,0,0
82792,0,0,0,0,0
83547,0,0,0,0,0
84370,0,0,0,0,0
85097,0,0,0,0,0
85899,0,0,0,0,0
86710,0,0,0,0,0
87465,0,0,0,0,0
88960,0,0,0,0,0
89842,0,0,0,0,0
90423,0,0,0,0,0
91553,0,0,0,0,0
91554,0,0,0,0,0
92362,0,0,0,0,0
93120,0,0,0,0,0
93746,0,0,0,0,0
94492,0,0,0,0,0
95442,0,0,0,0,0
96232,0,0,0,0,0
97060,0,0,0,0,0
97061,0,0,0,0,0
97982,0,0,0,0,0
98776,0,0,0,0,0
99523,0,0,0,0,0
100119,0,0,0,0,0
100802,0,0,0,0,0
101505,0,0,0,0,0
102221,0,0,0,0,0
102939,0,0,0,0,0
73166,90,0,8,0,0
73752,90,0,13,2,0
74348,90,0,8,2,0
74950,90,0,13,3,1
75562,90,0,13,2,0
76113,90,0,7,2,0
76629,90,0,9,2,1
77270,90,0,13,2,0
77912,90,0,23,7,0
78529,90,0,7,2,0
79141,90,0,7,1,0
79794,90,0,6,2,0
80454,90,0,10,1,0
81118,90,0,14,3,1
81787,90,0,8,2,0
82463,90,0,8,2,0
83165,83,0,13,2,0
83971,90,0,12,2,0
84752,90,0,12,2,0
85501,90,0,17,2,0
86320,90,0,19,2,0
87102,45,0,6,1,0
87841,90,0,28,7,0
88597,0,0,0,0,0
89415,80,0,9,3,1
90165,90,0,16,1,0
90960,90,0,5,1,0
90961,90,0,20,2,0
91995,90,0,10,3,1
92750,90,0,10,2,0
93452,74,0,15,2,0
94122,90,0,9,2,1
94961,90,3,51,15,0
95861,90,0,14,2,0
96652,90,0,11,1,0
97528,90,0,18,2,0
98398,90,0,8,2,0
99444,90,0,12,3,1
100049,90,0,16,2,0
100718,90,0,16,2,0
101419,90,0,16,2,0
102134,0,0,0,0,0
102852,0,0,0,0,0
23234,74,1,24,7,1
23782,0,0,0,0,0
24339,0,0,0,0,0
24910,87,0,12,3,1
25306,75,0,6,3,1
25896,64,0,12,2,0
26495,19,0,7,1,0
27095,23,0,2,1,0
27696,90,0,-5,1,0
28292,73,0,5,2,0
28841,90,2,22,9,0
29448,5,0,2,1,0
30055,90,0,8,2,0
30666,81,0,-3,2,0
31259,83,0,6,2,0
31763,39,0,20,6,0
32303,0,0,0,0,0
32780,0,0,0,0,0
33688,0,0,0,0,0
34332,0,0,0,0,0
34983,0,0,0,0,0
35647,0,0,0,0,0
36339,0,0,0,0,0
37126,0,0,0,0,0
37928,0,0,0,0,0
37929,6,0,3,1,0
39317,25,0,6,1,0
40040,16,0,3,1,0
41004,22,0,14,4,0
41694,31,0,16,4,0
43004,5,0,3,1,0
43587,30,0,4,1,0
44453,70,0,11,3,1
44454,25,0,-1,1,0
45236,90,0,3,2,0
45885,90,0,7,1,0
46594,32,0,4,1,0
46939,56,0,3,1,0
47494,67,0,10,3,1
48060,2,0,3,1,0
48637,0,0,0,0,0
49236,0,0,0,0,0
49842,4,0,3,1,0
50453,19,0,18,6,0
51066,0,0,0,0,0
51683,17,0,2,1,0
52301,17,0,4,1,0
52924,10,0,5,1,0
53548,9,0,5,1,0
54179,0,0,0,0,0
54753,79,0,11,3,1
55389,90,0,3,2,0
56027,17,0,1,1,0
56607,0,0,0,0,0
57329,15,0,6,1,0
57780,90,0,26,8,1
58488,90,0,13,2,0
59198,90,0,13,5,0
59692,90,0,6,1,0
60461,79,0,7,2,0
61103,90,0,6,3,1
61804,90,0,5,2,0
61805,0,0,0,0,0
63025,83,2,22,9,0
63441,90,0,21,6,1
64449,90,0,7,3,1
65956,90,0,10,3,1
66724,90,0,14,2,0
67490,90,0,14,2,0
68321,11,0,5,1,0
69096,73,0,16,2,0
69576,27,0,0,1,0
70844,12,0,20,6,0
70845,73,0,8,2,0
71650,90,0,10,3,1
72802,85,0,11,2,0
73380,87,0,14,2,0
73969,81,0,1,1,0
74568,90,0,8,2,0
75174,75,0,4,3,1
75795,90,0,10,3,1
76868,16,0,3,1,0
77509,90,0,10,2,0
78152,90,0,3,3,1
78746,90,0,15,2,0
79382,28,0,3,0,0
80037,90,0,9,3,1
80698,90,0,13,2,0
81364,90,0,1,1,0
82036,83,0,8,2,0
82713,90,0,7,3,1
83454,60,0,12,1,0
84266,68,0,7,2,0
84267,19,0,12,4,0
85012,64,0,7,3,1
85793,82,0,22,6,0
86613,70,0,6,2,0
87373,90,0,8,2,0
88123,70,0,13,3,1
88868,0,0,0,0,0
89731,79,0,9,2,0
89732,79,0,6,2,0
90359,81,1,28,8,0
91395,80,0,7,2,0
92267,79,0,22,5,0
93023,84,0,13,3,1
93676,70,0,5,3,1
94395,25,0,-1,0,0
95313,90,1,26,8,0
96135,73,0,2,1,0
96949,0,0,0,0,0
97855,0,0,0,0,0
98677,0,0,0,0,0
99192,90,0,9,3,1
99820,73,0,9,2,0
100454,70,0,7,2,0
101149,70,0,5,2,0
101860,90,0,10,2,0
102577,69,0,3,3,1
33048,0,0,0,0,0
33872,0,0,0,0,0
34520,0,0,0,0,0
35177,0,0,0,0,0
35842,0,0,0,0,0
36571,0,0,0,0,0
37340,0,0,0,0,0
38261,0,0,0,0,0
39276,0,0,0,0,0
40004,0,0,0,0,0
40488,0,0,0,0,0
40968,0,0,0,0,0
41658,0,0,0,0,0
42351,0,0,0,0,0
42974,0,0,0,0,0
43556,0,0,0,0,0
44397,0,0,0,0,0
45206,0,0,0,0,0
45848,0,0,0,0,0
46557,0,0,0,0,0
86818,0,0,0,0,0
87563,0,0,0,0,0
88312,0,0,0,0,0
89060,0,0,0,0,0
89957,0,0,0,0,0
90499,0,0,0,0,0
90500,0,0,0,0,0
91709,0,0,0,0,0
92463,0,0,0,0,0
93221,0,0,0,0,0
93833,0,0,0,0,0
94594,0,0,0,0,0
95571,0,0,0,0,0
96335,0,0,0,0,0
97173,0,0,0,0,0
98103,0,0,0,0,0
47561,0,0,0,0,0
48128,39,0,3,1,0
48707,90,0,14,1,0
49306,31,0,3,1,0
49912,23,0,4,1,0
50523,0,0,0,0,0
51136,34,0,8,1,0
51754,75,0,5,1,0
52372,81,0,8,2,0
52995,0,0,0,0,0
53620,0,0,0,0,0
54250,0,0,0,0,0
54825,5,0,1,1,0
55461,19,0,2,1,0
56097,90,0,11,1,0
57832,0,0,0,0,0
58446,0,0,0,0,0
59153,65,0,8,2,0
59785,0,0,0,0,0
59786,0,0,0,0,0
60535,12,0,5,1,0
61185,0,0,0,0,0
61921,0,0,0,0,0
61922,0,0,0,0,0
62988,62,0,19,6,1
63570,0,0,0,0,0
63571,0,0,0,0,0
64555,0,0,0,0,0
65911,0,0,0,0,0
66681,0,0,0,0,0
67434,0,0,0,0,0
68275,90,0,9,0,0
69052,0,0,0,0,0
69727,0,0,0,0,0
69728,90,2,28,8,1
71162,90,0,26,0,0
71739,0,0,0,0,0
51577,0,0,0,0,0
52195,0,0,0,0,0
52818,0,0,0,0,0
53442,0,0,0,0,0
54072,0,0,0,0,0
54653,8,0,3,1,0
55282,12,0,5,1,0
55921,0,0,0,0,0
56989,0,0,0,0,0
57697,0,0,0,0,0
58157,0,0,0,0,0
58465,0,0,0,0,0
59176,0,0,0,0,0
59177,0,0,0,0,0
60337,0,0,0,0,0
61681,0,0,0,0,0
61682,0,0,0,0,0
62649,0,0,0,0,0
63007,0,0,0,0,0
64288,0,0,0,0,0
65233,0,0,0,0,0
65234,0,0,0,0,0
65933,2,0,3,1,0
66703,0,0,0,0,0
67463,0,0,0,0,0
67464,17,0,1,1,0
68298,5,0,3,1,0
69074,0,0,0,0,0
70584,0,0,0,0,0
71447,0,0,0,0,0
72267,0,0,0,0,0
73524,0,0,0,0,0
74116,0,0,0,0,0
74717,0,0,0,0,0
75325,0,0,0,0,0
75949,0,0,0,0,0
77027,0,0,0,0,0
77668,0,0,0,0,0
78311,0,0,0,0,0
78896,0,0,0,0,0
79544,3,0,2,1,0
80200,3,0,1,1,0
80861,0,0,0,0,0
81528,0,0,0,0,0
82203,23,0,8,1,0
82881,29,0,-4,0,0
83646,61,0,9,6,1
84480,7,0,4,1,0
85187,0,0,0,0,0
86002,33,0,15,4,0
86812,0,0,0,0,0
87558,0,0,0,0,0
89053,7,0,2,1,0
89950,0,0,0,0,0
89951,2,0,3,1,0
91701,0,0,0,0,0
91702,0,0,0,0,0
92457,0,0,0,0,0
93216,0,0,0,0,0
94588,0,0,0,0,0
95564,0,0,0,0,0
95565,0,0,0,0,0
96328,0,0,0,0,0
97165,0,0,0,0,0
97166,0,0,0,0,0
98096,0,0,0,0,0
98097,0,0,0,0,0
98875,0,0,0,0,0
99236,0,0,0,0,0
99862,0,0,0,0,0
100501,0,0,0,0,0
101197,0,0,0,0,0
101910,0,0,0,0,0
102627,0,0,0,0,0
23784,0,0,0,0,0
24341,0,0,0,0,0
24912,0,0,0,0,0
25266,0,0,0,0,0
25856,0,0,0,0,0
26454,0,0,0,0,0
27054,0,0,0,0,0
27655,0,0,0,0,0
28254,0,0,0,0,0
28800,0,0,0,0,0
29407,0,0,0,0,0
30014,0,0,0,0,0
30625,0,0,0,0,0
31229,0,0,0,0,0
31725,0,0,0,0,0
32278,0,0,0,0,0
32715,0,0,0,0,0
32716,0,0,0,0,0
33647,0,0,0,0,0
34291,0,0,0,0,0
34941,90,3,47,15,0
35604,90,0,7,3,1
36283,81,0,14,6,1
37079,90,3,24,10,0
37849,90,0,23,5,0
39328,86,0,11,5,1
40050,0,0,0,0,0
40510,90,2,35,12,0
41014,90,3,35,12,0
41704,90,2,42,14,0
42393,86,0,23,7,0
43011,90,0,8,2,0
43597,90,0,13,2,0
44470,90,0,7,1,0
45244,90,0,15,2,0
45896,90,2,27,7,0
46605,90,0,1,3,1
